reaction_id	pathway_ids (KEGG and Metacyc
rxn11314	
rxn11315	
rxn11316	
rxn11317	
rxn11318	
rxn11319	
rxn11320	
rxn11321	
rxn11322	
rxn11323	
rxn11324	
rxn11325	
rxn11326	
rxn11327	
rxn11328	
rxn11329	
rxn11330	
rxn11331	
rxn11332	
rxn11333	
rxn11334	
rxn11336	
rxn11337	
rxn11338	
rxn11339	
rxn11340	
rxn11342	
rxn11345	PWY-5082
rxn11346	
rxn11347	
rxn11348	
rxn11349	
rxn11350	
rxn11351	
rxn11352	
rxn11353	
rxn11354	
rxn11355	
rxn11356	
rxn11357	
rxn11358	
rxn11359	
rxn11360	
rxn11361	
rxn11362	
rxn11363	
rxn11364	
rxn11365	
rxn11366	
rxn11367	
rxn11368	
rxn11369	
rxn11370	
rxn11371	
rxn11372	
rxn11373	
rxn11374	
rxn11375	
rxn11376	
rxn11377	
rxn11378	
rxn11379	
rxn11380	
rxn11381	
rxn11382	
rxn11384	
rxn11385	
rxn11388	
rxn11389	
rxn11390	
rxn11391	
rxn11392	
rxn11393	
rxn11394	
rxn11395	
rxn11396	
rxn11397	
rxn11398	
rxn11399	
rxn11400	
rxn11401	
rxn11402	
rxn11403	
rxn11404	
rxn11405	
rxn11406	
rxn11407	
rxn11408	
rxn11409	ECASYN-PWY	PWY-7315	PWY-7317
rxn11411	
rxn11417	
rxn11475	rn00280
rxn11487	HISHP-PWY
rxn11508	
rxn11509	PWY-2681
rxn11510	PWY0-521
rxn11511	
rxn11512	
rxn11513	rn00944
rxn11514	PWY-7191	rn00944
rxn11515	rn00941
rxn11516	rn00941
rxn11517	
rxn11518	rn00981	rn01110
rxn11519	rn00981	rn01110
rxn11520	rn00981	rn01110
rxn11521	rn00981	rn01110
rxn11522	rn00981	rn01110
rxn11523	rn00981	rn01110
rxn11524	rn00981	rn01110
rxn11525	rn00981	rn01110
rxn11526	rn00981	rn01110
rxn11527	PWY-7300	rn00981	rn01110
rxn11528	rn00981	rn01110
rxn11529	rn00981	rn01110
rxn11530	rn00981	rn01110
rxn11531	rn00981	rn01110
rxn11532	rn00981	rn01110
rxn11533	rn00981	rn01110
rxn11534	PWY-6575	rn00981	rn01110
rxn11535	rn00981	rn01110
rxn11536	rn00981	rn01110
rxn11537	PWY-6650	rn00981	rn01110
rxn11538	rn00981	rn01110
rxn11539	rn00981	rn01110
rxn11540	rn00981	rn01110
rxn11541	rn00981	rn01110
rxn11542	rn00981	rn01110
rxn11544	
rxn11545	
rxn11546	
rxn11547	
rxn11548	
rxn11549	
rxn11550	
rxn11551	rn00052
rxn11552	PWY-6693	rn00052
rxn11553	
rxn11554	
rxn11555	
rxn11556	
rxn11557	rn00140
rxn11558	
rxn11559	rn00750
rxn11560	rn00380
rxn11561	PWY3O-6
rxn11562	rn00140
rxn11563	
rxn11564	
rxn11565	rn00750
rxn11566	
rxn11567	rn00600
rxn11568	
rxn11569	rn00281	rn01110
rxn11570	
rxn11571	rn00450
rxn11572	
rxn11573	
rxn11574	CAROTENOID-PWY	PWY-5943	PWY-7393	PWY-7938	rn00906	rn01110
rxn11575	
rxn11576	
rxn11577	rn00590
rxn11578	rn00240
rxn11579	
rxn11580	
rxn11581	
rxn11582	rn00770
rxn11583	rn00140
rxn11584	
rxn11585	
rxn11586	rn00471
rxn11587	rn00600
rxn11588	
rxn11590	
rxn11591	
rxn11592	rn00760
rxn11593	rn00860
rxn11595	rn00970
rxn11596	HISHP-PWY	rn00340
rxn11597	rn00340
rxn11598	rn00310
rxn11599	
rxn11600	
rxn11601	
rxn11604	
rxn11605	
rxn11606	
rxn11607	
rxn11608	
rxn11609	rn00561
rxn11610	rn00362
rxn11611	6-HYDROXYCINEOLE-DEGRADATION-PWY	rn00902
rxn11612	rn00604
rxn11613	
rxn11614	rn00140
rxn11615	
rxn11616	
rxn11617	
rxn11618	PWY-5270	rn00950	rn01110
rxn11619	rn00906
rxn11620	rn00906	rn01110
rxn11621	
rxn11622	
rxn11623	
rxn11624	
rxn11625	rn00906
rxn11626	
rxn11627	rn00140
rxn11628	rn00140
rxn11629	
rxn11630	rn00340
rxn11631	rn00380
rxn11632	rn00380
rxn11633	rn00450
rxn11634	
rxn11637	
rxn11638	
rxn11640	rn00860
rxn11641	
rxn11642	rn00130	rn01110
rxn11643	rn00130	rn01110
rxn11645	rn00920
rxn11646	PWY-6802	rn00350
rxn11648	
rxn11649	
rxn11650	P381-PWY	PWY-5507	PWY-7962	rn00860
rxn11651	rn00362	rn00627	rn01220
rxn11652	PWY-481	rn00642	rn01220
rxn11653	PWY-6200	rn00361
rxn11654	FLUORENE-DEG-9-ONE-PWY	PWY-1381	rn00624
rxn11655	rn00624
rxn11656	rn00642
rxn11657	rn00642
rxn11658	rn00624
rxn11659	
rxn11660	
rxn11661	
rxn11662	
rxn11663	
rxn11664	rn00750
rxn11665	rn00860	rn01110
rxn11666	rn00860	rn01110
rxn11667	rn00860	rn01110
rxn11668	rn00903
rxn11669	rn00903
rxn11670	PWY-6035	rn00941	rn01110
rxn11671	PWY-6035	rn00941	rn01110
rxn11672	PWY-6035	rn00941	rn01110
rxn11673	
rxn11674	rn01055	rn01110
rxn11675	PWY-5317	PWY-5318	PWY-7341
rxn11676	
rxn11677	
rxn11678	
rxn11679	
rxn11680	PWY-6420
rxn11681	rn00100
rxn11682	rn00100
rxn11683	rn00100
rxn11684	
rxn11685	PWY-5875
rxn11686	rn00624
rxn11687	PWY-2582	PWY-6544	rn00905	rn01110
rxn11688	PWY-2582	PWY-6544	rn00905
rxn11689	rn00627
rxn11690	rn00633
rxn11691	rn00633
rxn11692	rn00633
rxn11693	PWY-2681
rxn11694	PWY-2681	rn00908	rn01110
rxn11695	rn00908
rxn11696	rn00908	rn01110
rxn11697	
rxn11698	
rxn11699	rn00061
rxn11700	PWY-5156	PWY-5989	PWY-6113	rn00061
rxn11701	PWY-601	rn00380	rn00966	rn01110	rn01210
rxn11702	ALL-CHORISMATE-PWY	PWY-5837	PWY-5838	PWY-5840	PWY-5845	PWY-5850	PWY-5860	PWY-5861	PWY-5862	PWY-5863	PWY-5896	PWY-5897	PWY-5898	PWY-5899	rn00130	rn01110
rxn11703	ALL-CHORISMATE-PWY	PWY-5837	PWY-5838	PWY-5840	PWY-5845	PWY-5850	PWY-5860	PWY-5861	PWY-5862	PWY-5863	PWY-5896	PWY-5897	PWY-5898	PWY-5899	rn00130	rn01110
rxn11704	PWY-601	rn00380	rn00966	rn01110	rn01210
rxn11705	
rxn11706	
rxn11707	
rxn11708	
rxn11709	
rxn11710	rn01040
rxn11711	rn01040
rxn11712	PWY-6917	(vernolate	Vernolate-Biosynthesis	rn01040
rxn11713	rn01040
rxn11714	rn01040
rxn11715	rn01040
rxn11716	rn01040
rxn11717	rn01040
rxn11718	rn01040
rxn11719	rn01040
rxn11720	rn01040
rxn11721	rn01040
rxn11722	rn01040
rxn11723	rn01040
rxn11724	rn01040
rxn11725	rn01040
rxn11726	rn01040
rxn11727	rn01040
rxn11728	PWY-6992
rxn11729	
rxn11730	
rxn11731	PWY-5742	rn00330
rxn11732	
rxn11733	PWY-6270	PWY-7391	rn00900	rn01110
rxn11734	rn00440
rxn11735	
rxn11737	PWY-5068	rn00860	rn01110
rxn11738	PWY-5068	rn00860	rn01110
rxn11739	
rxn11740	
rxn11741	PWY-5365
rxn11742	PWY-5663
rxn11743	PWY-3721	PWY-7494	rn00260
rxn11744	
rxn11745	P241-PWY	rn00680	rn01210
rxn11746	P241-PWY	rn00680	rn01210
rxn11747	rn00970
rxn11748	
rxn11749	rn00983
rxn11750	rn00983
rxn11751	rn00450	rn00970
rxn11752	rn00450	rn00970
rxn11753	
rxn11754	rn00983
rxn11755	rn00983
rxn11756	rn00983
rxn11757	rn00983
rxn11758	rn00983
rxn11759	rn00983
rxn11760	rn00983
rxn11761	rn00983
rxn11762	rn00983
rxn11763	rn00983
rxn11764	
rxn11765	rn00983
rxn11766	rn00983
rxn11767	rn00983
rxn11768	rn00983
rxn11769	
rxn11770	
rxn11771	rn00983
rxn11772	rn00983
rxn11773	rn00983
rxn11774	rn00983
rxn11775	RIBOKIN-PWY
rxn11776	rn00983
rxn11777	rn00983
rxn11778	rn00983
rxn11779	rn00983
rxn11780	rn00983
rxn11781	rn00983
rxn11782	rn00983
rxn11783	
rxn11784	rn00983
rxn11785	
rxn11786	
rxn11787	rn00983
rxn11788	rn00983
rxn11789	rn00982
rxn11790	rn00982
rxn11791	rn00982
rxn11792	
rxn11793	
rxn11794	rn00982
rxn11795	rn00982
rxn11796	rn00982
rxn11797	rn00982
rxn11798	rn00982
rxn11799	rn00982
rxn11800	rn00982
rxn11801	rn01040
rxn11802	rn00982
rxn11803	rn00982
rxn11804	rn00982
rxn11805	rn00982
rxn11806	rn00982
rxn11807	rn00982
rxn11808	rn00982
rxn11809	rn00982
rxn11810	rn00982
rxn11811	rn00982
rxn11812	rn00982
rxn11813	rn00982
rxn11814	rn00982
rxn11815	rn00982
rxn11816	rn00982
rxn11817	rn00982
rxn11818	rn00982
rxn11819	rn00982
rxn11820	rn00982
rxn11821	rn00982
rxn11822	rn00982
rxn11823	
rxn11824	rn00982
rxn11825	rn00982
rxn11826	rn00982
rxn11827	rn00982
rxn11828	rn00982
rxn11829	rn00982
rxn11830	
rxn11831	rn00982
rxn11832	rn00982
rxn11833	
rxn11834	rn00982
rxn11835	rn00982
rxn11836	
rxn11837	rn00982
rxn11838	rn00982
rxn11839	
rxn11840	rn00982
rxn11841	rn00982
rxn11842	rn00982
rxn11843	rn00982
rxn11844	rn00982
rxn11845	rn00982
rxn11846	rn00982
rxn11847	rn00982
rxn11848	rn00982
rxn11849	rn00982
rxn11850	rn00982
rxn11851	rn00982
rxn11852	rn00982
rxn11853	rn00982
rxn11854	rn00982
rxn11855	P241-PWY	rn00680
rxn11856	rn00982
rxn11857	rn00982
rxn11858	P241-PWY	rn00680	rn01210
rxn11859	P241-PWY	rn00680	rn01210
rxn11860	rn00982
rxn11861	rn00982
rxn11862	rn00982
rxn11863	rn00982
rxn11864	rn00982
rxn11865	rn00982
rxn11866	rn00982
rxn11867	rn00982
rxn11868	rn00982
rxn11869	rn00982
rxn11870	rn00982
rxn11871	rn00982
rxn11872	rn00982
rxn11873	
rxn11874	
rxn11875	rn00982
rxn11876	rn00982
rxn11877	rn00052
rxn11878	rn00052
rxn11879	rn00052
rxn11880	
rxn11881	
rxn11882	
rxn11883	
rxn11884	
rxn11885	PWY-5434	rn00909
rxn11886	rn00900	rn01110
rxn11887	
rxn11888	
rxn11889	
rxn11890	PWY-6857	PWY-6861	rn00830
rxn11891	rn00830
rxn11892	rn00830
rxn11893	rn00830
rxn11894	rn00830
rxn11895	rn00830
rxn11896	rn00830
rxn11897	rn00830
rxn11898	rn00830
rxn11899	rn00830
rxn11900	rn00830
rxn11901	rn00830
rxn11902	rn00830
rxn11903	
rxn11904	rn01110
rxn11905	
rxn11906	
rxn11907	rn01110
rxn11908	rn01110
rxn11909	rn01110
rxn11910	rn01110
rxn11911	rn01110
rxn11912	
rxn11913	
rxn11914	
rxn11915	
rxn11916	
rxn11917	rn00760
rxn11920	
rxn11921	
rxn11922	
rxn11923	
rxn11931	
rxn11932	
rxn11933	
rxn11934	rn00920
rxn11935	
rxn11937	
rxn11938	
rxn11940	
rxn11941	
rxn11942	
rxn11943	
rxn11944	
rxn11945	
rxn11946	rn00130	rn01110
rxn11947	
rxn11949	
rxn11950	
rxn11951	
rxn11953	rn00760
rxn11954	rn00140
rxn11955	rn00310
rxn11956	rn00140
rxn11958	rn00140
rxn11959	rn00623	rn01220
rxn11960	rn00310
rxn11961	
rxn11962	rn00380
rxn11963	
rxn11964	PWY-3181	TRPIAACAT-PWY	rn00380
rxn11965	rn00500
rxn11966	rn00590
rxn11967	rn00480
rxn11968	rn00310
rxn11969	rn00830
rxn11970	rn00380
rxn11971	
rxn11972	PWY-5399	PWY-5405	PWY-6481	rn00350	rn00965
rxn11973	rn00910
rxn11974	
rxn11975	rn00140
rxn11976	
rxn11977	
rxn11978	rn00630
rxn11979	
rxn11980	rn00140
rxn11981	rn00100
rxn11982	rn00140
rxn11983	rn00920
rxn11984	
rxn11985	
rxn11986	
rxn11987	
rxn11988	
rxn11989	
rxn11990	rn00100
rxn11991	rn00860
rxn11992	rn00982
rxn11993	rn00051
rxn11994	rn00130	rn01110
rxn11995	
rxn11996	
rxn11997	rn00480
rxn11998	rn00564
rxn11999	rn00562
rxn12000	rn00140
rxn12001	rn00140
rxn12002	rn00140
rxn12003	rn00480
rxn12004	
rxn12005	rn00130	rn01110
rxn12006	
rxn12007	rn00627
rxn12008	
rxn12009	rn00627
rxn12011	
rxn12012	
rxn12013	
rxn12014	
rxn12015	rn00760
rxn12017	rn00061
rxn12018	rn00380	rn00966	rn01110	rn01210
rxn12019	rn00380	rn00966	rn01110	rn01210
rxn12020	PWY-5660	rn00904	rn01110
rxn12021	rn00904	rn01110
rxn12022	rn00904	rn01110
rxn12023	rn00983
rxn12024	rn00983
rxn12025	rn00983
rxn12026	rn00983
rxn12027	rn00983
rxn12028	rn00983
rxn12029	rn00983
rxn12030	rn00983
rxn12031	rn00982
rxn12032	rn00982
rxn12033	rn00982
rxn12034	rn00982
rxn12035	rn00982
rxn12036	
rxn12037	rn00982
rxn12038	rn00982
rxn12039	rn00982
rxn12040	rn00480
rxn12041	rn00480
rxn12042	rn00480
rxn12043	rn00480
rxn12044	rn00480
rxn12045	rn00480
rxn12046	rn00480
rxn12047	rn00480
rxn12048	rn00480
rxn12049	POLYAMSYN-PWY	PWY0-1303	rn00480
rxn12050	rn00480
rxn12051	rn00480
rxn12052	rn00480
rxn12053	rn00480
rxn12054	rn00480
rxn12055	rn00909	rn01110
rxn12056	PWY-6265	PWY-6275	rn00909
rxn12057	rn01110
rxn12058	PWY-5290	PWY-5829	rn00902	rn01110
rxn12059	
rxn12060	
rxn12061	rn01110
rxn12062	rn01110
rxn12063	rn01110
rxn12064	rn00960	rn01110
rxn12065	rn00960	rn01110
rxn12066	rn00960
rxn12067	rn00960	rn01110
rxn12068	rn00960	rn01110
rxn12069	rn00960	rn01110
rxn12070	rn00960	rn01110
rxn12071	
rxn12072	rn00960
rxn12073	rn00960	rn01110
rxn12074	rn00960	rn01110
rxn12075	rn00960	rn01110
rxn12076	rn00960	rn01110
rxn12077	rn00960	rn01110
rxn12078	
rxn12079	rn00960	rn01110
rxn12080	
rxn12081	PWY-5317	PWY-7341	rn00960	rn01110
rxn12082	
rxn12083	rn00950	rn01110
rxn12084	rn00950	rn01110
rxn12085	rn00950	rn01110
rxn12086	rn00950	rn01110
rxn12087	PWY-7826	rn00950	rn01110
rxn12088	rn00950	rn01110
rxn12089	
rxn12090	
rxn12091	
rxn12092	
rxn12093	rn00950	rn01110
rxn12094	rn00950	rn01110
rxn12095	rn00950	rn01110
rxn12096	rn00950	rn01110
rxn12097	
rxn12098	rn00950	rn01110
rxn12099	rn00950	rn01110
rxn12100	rn00950
rxn12101	rn00950
rxn12102	rn00950	rn01110
rxn12103	rn00950	rn01110
rxn12104	
rxn12105	
rxn12106	
rxn12107	rn00360	rn01110
rxn12108	
rxn12109	rn00360
rxn12110	PWY-5883	rn00360
rxn12111	PWY-5883	rn00360
rxn12112	PWY-5883	rn00360
rxn12113	
rxn12114	
rxn12115	rn01110
rxn12116	rn01110
rxn12117	rn01110
rxn12118	
rxn12119	
rxn12120	
rxn12121	
rxn12122	
rxn12123	
rxn12124	
rxn12125	
rxn12126	rn01110
rxn12127	
rxn12128	
rxn12129	PWY-5877
rxn12130	
rxn12131	rn01110
rxn12132	rn01110
rxn12133	PWY-6326	rn01110
rxn12134	rn01110
rxn12135	PWY-5848
rxn12136	
rxn12137	
rxn12138	rn01110
rxn12139	
rxn12140	PWY-5848
rxn12141	
rxn12142	
rxn12143	rn01110
rxn12144	rn01110
rxn12145	rn01110
rxn12146	rn00562
rxn12147	P562-PWY	PWY-7237	rn00562
rxn12148	
rxn12149	
rxn12150	
rxn12151	
rxn12152	
rxn12153	PWY-5748
rxn12154	
rxn12155	
rxn12156	
rxn12157	
rxn12158	
rxn12159	rn00140
rxn12160	rn00140
rxn12161	rn00140
rxn12162	
rxn12163	
rxn12164	
rxn12165	
rxn12166	
rxn12167	
rxn12168	
rxn12169	PWY66-392
rxn12170	PWY-6990
rxn12171	
rxn12172	
rxn12173	
rxn12174	
rxn12175	
rxn12176	rn01110
rxn12177	
rxn12178	
rxn12179	
rxn12180	
rxn12181	PWY-5424	PWY-5425	rn00909	rn01110
rxn12182	PWY-5424	PWY-5425	PWY-6275	rn00909	rn01110
rxn12183	PWY-5424	PWY-5425	rn00909
rxn12184	
rxn12185	rn00052
rxn12186	PWY-5733	rn00909
rxn12187	PWY-6294	rn00909	rn01110
rxn12188	
rxn12189	
rxn12190	
rxn12191	rn00260
rxn12192	
rxn12193	rn01210	rn01230
rxn12196	
rxn12197	
rxn12199	
rxn12200	
rxn12204	rn00521	rn01110
rxn12206	
rxn12210	rn00620
rxn12211	
rxn12212	
rxn12213	
rxn12214	
rxn12215	
rxn12216	
rxn12217	PWY-1622	PWY-7909
rxn12218	
rxn12219	
rxn12220	
rxn12221	
rxn12223	
rxn12224	
rxn12225	
rxn12226	
rxn12227	
rxn12228	
rxn12229	
rxn12230	
rxn12231	
rxn12232	
rxn12233	
rxn12234	P221-PWY
rxn12237	
rxn12238	
rxn12239	
rxn12240	
rxn12241	
rxn12242	
rxn12245	
rxn12246	
rxn12247	
rxn12248	
rxn12249	
rxn12250	
rxn12251	
rxn12252	
rxn12253	
rxn12254	
rxn12255	
rxn12256	
rxn12257	
rxn12258	
rxn12259	
rxn12260	
rxn12261	
rxn12262	
rxn12263	
rxn12264	
rxn12265	
rxn12266	
rxn12267	
rxn12268	
rxn12269	
rxn12270	
rxn12271	
rxn12272	
rxn12273	
rxn12274	
rxn12275	
rxn12276	
rxn12277	
rxn12278	
rxn12279	
rxn12280	
rxn12281	
rxn12282	PWY-5147	PWY-5156	PWY-6001
rxn12283	
rxn12284	
rxn12285	
rxn12286	
rxn12287	
rxn12288	PWY-5140
rxn12289	
rxn12290	
rxn12291	
rxn12292	
rxn12293	
rxn12294	
rxn12295	
rxn12296	
rxn12297	
rxn12298	
rxn12299	
rxn12302	
rxn12303	
rxn12304	
rxn12305	
rxn12306	
rxn12307	
rxn12308	
rxn12309	
rxn12310	
rxn12311	
rxn12312	
rxn12313	
rxn12314	
rxn12315	
rxn12316	
rxn12317	
rxn12318	
rxn12319	
rxn12320	
rxn12321	
rxn12322	
rxn12323	
rxn12324	
rxn12325	
rxn12326	
rxn12327	
rxn12328	
rxn12329	PWY-1121	PWY-321	PWY-5996	PWY-6733
rxn12330	
rxn12331	
rxn12332	
rxn12333	
rxn12334	
rxn12335	
rxn12336	
rxn12337	
rxn12338	
rxn12339	
rxn12340	
rxn12341	
rxn12342	
rxn12343	
rxn12344	
rxn12345	
rxn12346	
rxn12348	
rxn12349	
rxn12350	
rxn12351	
rxn12352	
rxn12353	
rxn12354	
rxn12355	
rxn12356	
rxn12357	
rxn12358	
rxn12359	
rxn12360	
rxn12361	
rxn12362	
rxn12363	
rxn12364	
rxn12365	
rxn12366	
rxn12367	
rxn12368	
rxn12369	
rxn12370	
rxn12371	
rxn12372	
rxn12373	
rxn12374	
rxn12375	
rxn12376	
rxn12377	
rxn12378	
rxn12379	
rxn12380	
rxn12381	
rxn12382	
rxn12383	
rxn12384	
rxn12385	
rxn12386	
rxn12387	
rxn12388	
rxn12389	
rxn12390	
rxn12391	
rxn12392	
rxn12393	
rxn12394	
rxn12395	
rxn12396	
rxn12397	
rxn12398	
rxn12399	
rxn12400	
rxn12401	
rxn12402	
rxn12403	
rxn12404	
rxn12405	
rxn12406	
rxn12407	
rxn12408	
rxn12409	
rxn12410	
rxn12411	
rxn12412	
rxn12413	
rxn12414	
rxn12415	
rxn12416	
rxn12417	
rxn12418	
rxn12419	
rxn12420	
rxn12421	
rxn12422	
rxn12423	
rxn12424	
rxn12425	
rxn12426	
rxn12427	
rxn12428	
rxn12429	
rxn12430	
rxn12431	
rxn12432	
rxn12433	
rxn12434	
rxn12435	
rxn12436	
rxn12437	
rxn12438	
rxn12439	
rxn12440	
rxn12441	
rxn12442	
rxn12443	
rxn12444	
rxn12445	
rxn12446	
rxn12447	
rxn12448	
rxn12449	
rxn12450	
rxn12451	
rxn12452	
rxn12453	
rxn12454	
rxn12455	
rxn12456	
rxn12457	
rxn12458	
rxn12459	
rxn12460	
rxn12462	
rxn12463	
rxn12464	
rxn12465	
rxn12466	
rxn12467	
rxn12468	
rxn12469	
rxn12470	
rxn12471	
rxn12472	
rxn12473	
rxn12474	
rxn12475	
rxn12476	
rxn12477	
rxn12478	
rxn12479	
rxn12480	
rxn12481	
rxn12482	
rxn12492	
rxn12494	PWY-7544	PWY-7545	PWY0-1329	PWY0-1334	PWY0-1335	PWY0-1353	PWY0-1544	PWY0-1561	PWY0-1565	PWY0-1567	PWY0-1568
rxn12496	
rxn12498	DENITRIFICATION-PWY	PWY-6748
rxn12500	
rxn12504	
rxn12510	COA-PWY-1	PANTO-PWY	PANTOSYN-PWY	PWY-3961	PWY-4221	rn00770
rxn12512	COA-PWY-1	PWY-4221	PWY-7850	PWY-7851	rn00770
rxn12518	
rxn12519	
rxn12520	
rxn12521	
rxn12522	
rxn12523	
rxn12524	
rxn12525	
rxn12526	
rxn12527	
rxn12528	
rxn12529	
rxn12530	
rxn12531	
rxn12532	
rxn12533	
rxn12534	
rxn12535	
rxn12536	
rxn12537	
rxn12538	
rxn12539	
rxn12540	
rxn12541	
rxn12542	
rxn12543	
rxn12544	
rxn12545	
rxn12546	
rxn12547	
rxn12548	
rxn12549	
rxn12550	
rxn12551	
rxn12552	
rxn12553	
rxn12554	
rxn12555	
rxn12556	
rxn12557	
rxn12558	
rxn12559	
rxn12560	
rxn12561	
rxn12562	
rxn12563	
rxn12564	
rxn12565	
rxn12566	
rxn12567	
rxn12568	
rxn12569	
rxn12570	
rxn12571	
rxn12572	
rxn12573	
rxn12574	
rxn12575	
rxn12576	
rxn12577	
rxn12578	
rxn12579	
rxn12580	
rxn12581	
rxn12582	
rxn12583	
rxn12584	
rxn12585	
rxn12586	
rxn12587	
rxn12588	
rxn12589	
rxn12590	
rxn12591	
rxn12592	
rxn12593	
rxn12594	
rxn12595	
rxn12596	
rxn12597	
rxn12598	
rxn12599	
rxn12600	
rxn12602	
rxn12603	
rxn12604	
rxn12605	
rxn12606	
rxn12607	
rxn12608	
rxn12609	
rxn12610	
rxn12611	
rxn12612	
rxn12613	
rxn12614	
rxn12615	
rxn12616	
rxn12617	
rxn12618	
rxn12619	
rxn12620	
rxn12621	
rxn12622	
rxn12623	
rxn12624	
rxn12625	
rxn12627	
rxn12628	
rxn12629	
rxn12630	
rxn12631	
rxn12632	
rxn12633	
rxn12634	
rxn12635	
rxn12636	
rxn12637	
rxn12638	
rxn12639	
rxn12640	
rxn12641	
rxn12642	
rxn12643	
rxn12644	
rxn12645	
rxn12646	
rxn12647	
rxn12648	
rxn12649	rn00670	rn00790
rxn12661	
rxn12662	
rxn12663	
rxn12664	
rxn12665	
rxn12666	
rxn12667	
rxn12668	
rxn12669	
rxn12670	
rxn12671	
rxn12672	
rxn12673	
rxn12674	
rxn12675	
rxn12676	
rxn12677	
rxn12678	
rxn12679	
rxn12680	
rxn12681	
rxn12682	
rxn12706	
rxn12707	
rxn12708	
rxn12709	
rxn12738	
rxn12739	
rxn12740	
rxn12741	
rxn12742	PWY-6328
rxn12743	
rxn12744	
rxn12745	
rxn12746	PWY-5062	PWY-722	rn00760
rxn12747	
rxn12748	PWY-5062	PWY-6993	PWY-7128	PWY-722	rn00760
rxn12749	PWY-5062	PWY-6993	PWY-7128	PWY-722	rn00760
rxn12750	
rxn12751	
rxn12752	
rxn12753	
rxn12754	
rxn12755	
rxn12756	
rxn12757	
rxn12758	
rxn12759	
rxn12760	
rxn12761	
rxn12762	
rxn12763	
rxn12764	
rxn12765	
rxn12766	
rxn12767	
rxn12768	
rxn12769	
rxn12770	
rxn12771	
rxn12772	
rxn12773	
rxn12774	
rxn12775	
rxn12776	
rxn12777	PWY-5130	PWY-5328	PWY66-428
rxn12778	
rxn12779	
rxn12780	
rxn12781	PWY-5428
rxn12782	PWY-5429
rxn12783	
rxn12784	
rxn12785	
rxn12786	
rxn12787	
rxn12788	PWY-5750	PWY-8018
rxn12789	
rxn12790	
rxn12791	
rxn12792	
rxn12793	
rxn12794	
rxn12795	
rxn12796	
rxn12797	
rxn12798	
rxn12799	
rxn12800	
rxn12802	
rxn12803	
rxn12804	
rxn12805	
rxn12806	
rxn12807	
rxn12808	
rxn12809	
rxn12810	
rxn12811	
rxn12812	
rxn12813	
rxn12814	
rxn12815	
rxn12816	
rxn12817	
rxn12818	
rxn12819	
rxn12820	
rxn12822	rn00630	rn00910
rxn12823	rn00640	rn00660
rxn12824	
rxn12825	
rxn12844	
rxn12845	
rxn12846	
rxn12847	
rxn12848	
rxn12849	
rxn12850	
rxn12851	
rxn12852	
rxn12853	
rxn12854	
rxn12855	
rxn12856	
rxn12857	
rxn12858	
rxn12859	
rxn12860	
rxn12861	
rxn12862	
rxn12863	
rxn12864	
rxn12865	
rxn12866	
rxn12867	
rxn12868	
rxn12877	
rxn12878	
rxn12879	
rxn12880	
rxn12881	
rxn12882	
rxn12883	
rxn12885	
rxn12886	
rxn12887	
rxn12888	
rxn12889	
rxn12890	
rxn12891	
rxn12892	
rxn12893	
rxn12895	
rxn12896	
rxn12897	ALLANTOINDEG-PWY	PWY-5703
rxn12898	
rxn12899	
rxn12900	
rxn12901	
rxn12902	
rxn12903	
rxn12904	
rxn12905	
rxn12906	
rxn12907	
rxn12912	
rxn12913	
rxn12914	
rxn12915	
rxn12916	
rxn12918	ERGOSTEROL-SYN-PWY	PWY-2541	PWY-6075
rxn12919	ERGOSTEROL-SYN-PWY	PWY-6075
rxn12921	
rxn12922	
rxn12923	
rxn12924	
rxn12925	
rxn12926	
rxn12927	
rxn12928	
rxn12929	
rxn12930	
rxn12931	
rxn12932	
rxn12933	
rxn12934	
rxn12935	
rxn12936	
rxn12937	
rxn12938	
rxn12939	
rxn12940	
rxn12941	
rxn12942	
rxn12943	
rxn12944	
rxn12945	
rxn12946	
rxn12947	
rxn12948	
rxn12950	
rxn12951	
rxn12952	
rxn12953	
rxn12954	
rxn12955	
rxn12957	
rxn12958	
rxn12959	
rxn12960	
rxn12961	
rxn12962	
rxn12963	
rxn12964	
rxn12965	
rxn12966	
rxn12967	
rxn12968	
rxn12969	
rxn12970	
rxn12971	
rxn12972	
rxn12973	
rxn12977	
rxn12978	
rxn12979	
rxn12980	
rxn12982	
rxn12983	
rxn12985	
rxn12986	
rxn12987	
rxn12988	
rxn12989	
rxn12990	
rxn12991	
rxn12992	
rxn12993	
rxn12994	
rxn12995	
rxn12996	
rxn12997	
rxn12999	
rxn13000	
rxn13001	
rxn13002	
rxn13003	
rxn13004	
rxn13005	
rxn13006	
rxn13007	
rxn13008	
rxn13009	
rxn13010	
rxn13011	
rxn13012	
rxn13013	
rxn13014	
rxn13015	
rxn13016	
rxn13017	
rxn13018	
rxn13019	
rxn13020	
rxn13021	
rxn13022	
rxn13023	
rxn13024	
rxn13025	
rxn13026	
rxn13027	
rxn13032	
rxn13033	
rxn13036	
rxn13037	
rxn13038	
rxn13040	
rxn13041	
rxn13042	
rxn13043	
rxn13044	PWY-5856	PWY-6978
rxn13045	
rxn13047	
rxn13048	
rxn13049	
rxn13050	
rxn13051	
rxn13052	
rxn13053	
rxn13054	
rxn13055	
rxn13056	
rxn13057	
rxn13058	
rxn13059	
rxn13060	
rxn13061	
rxn13062	
rxn13063	
rxn13064	
